Name,(R)-Lactate,Fumarate,L-Valine,Isoleucine,Isoleucine,Lysine,Glutamate,Glycerone phosphate,Arginine,myo-Inositol,Mannitol,3-Phosho-D-glycerate,D-glucose 6-phosphate,Inosine,N-Acetylneuraminate,AMP
pbQC65,49019021,8144674,6831705,3597906,11558891,3960652,53316520,457972,2133143,3662814,7712944,1054678,2445532,1497526,39210107,1666539
pbQC66,43502212,6330081,5760716,3221695,10237134,3681179,46083362,408257,1850382,3020859,6843738,1601460,1773720,1387572,36387638,1290058
pbQC67,44869722,4734597,5274909,2815320,9898946,1138583,44067094,379319,925271,2605158,7864806,2594060,1045134,1306217,35856318,1004133
pbQC68,32590505,4721661,4717788,2800905,8384951,2541933,41699754,404162,1330746,2293969,5946473,1618939,1578185,1222968,28721012,803866
pbQC69,33328013,4183715,4704247,2823560,8683790,2063348,42417385,432879,1213892,2230157,6141615,2050803,1288848,1254912,29284430,707228
pbQC70,31179888,3453731,4360654,2544322,7998959,414198,43040684,345567,527413,2150406,6718051,2504744,762896,1133951,33093619,617993
pbQC71,27873225,3857001,4285191,2448499,7771398,1895732,43437482,429291,1139472,2122068,5757406,1976258,1326022,1185173,26510580,608989
pbQC72,30281376,3514348,4350823,2421412,8030579,688360,44728616,324227,740776,2117948,6239510,2065221,903043,1195218,32711353,601370
pbQC73,30250000,3588274,4418240,2642237,7981547,1257021,44882848,373429,895388,2137193,6237743,2524760,1013495,1203600,30885906,612716
pbQC74,31444046,3456288,4457467,2532725,8288609,1368119,45802355,481859,969725,2159586,6527360,2222114,856853,1232860,31292019,613833
pbQC75,28738013,3814393,4410480,2641357,7799745,1445231,44449359,452820,917612,2114334,5794696,1897217,1047752,1183314,29261175,614553
pbQC76,29526230,3791973,4466121,2705795,8067533,1383886,45452655,458980,999768,2178200,5799379,1916100,1021562,1188233,29678992,601728
pbQC77,30804577,3937730,4387604,2649706,8063151,1396682,45818430,452051,934164,2173248,6057332,2136493,991606,1190156,31064926,600005
pbQC78,35549572,3677085,4500235,2561383,8593056,208901,48476010,303112,553592,2194899,6899731,2246690,761614,1203627,38075679,606954
pbQC79,30626156,3932677,4596808,2683022,8103618,1115885,47214072,521848,841543,2196146,5873324,1939262,983578,1202572,32770465,611134
pbQC80,35717230,3782301,4551321,2692609,8627726,1510419,48427406,347277,1232819,2268623,7265628,1732317,761999,1201241,37817526,664044
