	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	pbqc_test_data	pbQC001	pbQC002	pbQC003	pbQC004	pbQC005
1552	783.536839881463	783.536556022912	783.537123740014	367.236	363.105	371.367	2	2	NA	4121.56494140625	3928.3759765625	NA	NA
1022	339.903731474849	339.903652511233	339.903810438465	367.2915	365.315	369.268	2	2	NA	NA	NA	65524.2421875	86243.1484375
976	337.905706240688	337.905648507043	337.905763974333	368.3165	367.365	369.268	2	2	NA	NA	NA	149778.046875	210405.46875
1630	842.555384365501	842.554957482148	842.555687568684	369.256	365.287	371.367	3	3	381904.8125	435396.21875	431083.90625	NA	NA
1632	843.558108679909	843.557792428006	843.558461172759	369.256	365.287	371.367	3	3	197449.484375	220225.671875	222841.3125	NA	NA
1776	1041.04052321612	1041.04027680495	1041.0407696273	370.377	369.387	371.367	2	2	53291.82421875	NA	60091.69921875	NA	NA
1643	848.595087237188	848.594653221918	848.595346857903	371.306	367.337	375.467	3	3	10855.4345703125	11244.27734375	10754.1201171875	NA	NA
1514	755.506236687444	755.50540089661	755.507072478278	371.343	367.267	375.419	2	2	NA	NA	5105.54541015625	3192.72973632812	NA
1726	966.995394976729	966.995194073746	966.995814354378	372.3615	369.387	377.616	4	4	134229.703125	114721.5234375	115608.2109375	NA	98279.59375
1590	802.487915019707	802.4877646557	802.488065383714	372.3965	369.387	375.406	2	2	7007.966796875	7377.8017578125	NA	NA	NA
229	116.934452040239	116.934408038609	116.934552838443	372.427	371.306	373.516	4	4	23857.033203125	24170.2578125	20494.76171875	NA	17889.82421875
1628	840.541307291429	840.541204029407	840.542030911633	373.356	367.337	373.417	3	3	10537.474609375	12383.7763671875	11992.54296875	NA	NA
1635	844.567919122153	844.567133892926	844.567979627591	373.356	367.337	375.467	3	3	150759.234375	169571.953125	173673.515625	NA	NA
1638	845.572122441567	845.571444465325	845.572315460667	373.356	369.387	375.467	3	3	63044.31640625	66057.7890625	68091.9140625	NA	NA
1641	846.582933922935	846.582672525256	846.583388825952	373.356	369.387	375.467	3	3	53030.71484375	53015.91796875	62071.95703125	NA	NA
1642	847.587824519721	847.586971722674	847.587970663895	373.356	369.387	375.467	3	3	21686.36328125	22437.294921875	25549.064453125	NA	NA
219	114.936331351896	114.936267464814	114.936386443829	373.417	371.306	375.566	5	5	50810.484375	52780.53515625	46840.59375	38610.5703125	40322.00390625
1608	814.532902314465	814.530445255703	814.535359373226	373.5015	373.487	373.516	2	2	9133.5556640625	NA	NA	NA	9890.04296875
528	192.048951272932	192.048916146691	192.048986399173	374.447	371.437	377.457	2	2	48126.23046875	35452.109375	NA	NA	NA
1738	967.998284721047	967.997657140707	967.998616782892	375.467	371.306	377.588	3	3	28876.302734375	24937.765625	26375.287109375	NA	NA
714	249.975515170792	249.975482347832	249.975696464204	375.472	361.215	381.618	4	4	105865.8125	115703.296875	114039.8125	NA	198068
939	333.091316980754	333.091300911629	333.09136066702	377.457	371.437	379.568	3	3	88462.453125	62869.4140625	54895.1796875	NA	NA
683	248.973481800948	248.973389523046	248.973972413174	377.522	363.265	385.718	4	4	4421789	4681829	4758375	NA	7741847
1595	806.583376727407	806.581341036427	806.584417016765	379.507	373.487	381.618	3	3	6576.62353515625	6174.71435546875	8363.9853515625	NA	NA
1615	820.568318869445	820.568247470909	820.568613799907	381.557	375.537	383.668	3	3	90840.7109375	97440.8984375	113433.5	NA	NA
1618	821.572333058853	821.572206299422	821.572537528387	381.557	375.537	383.668	3	3	37218.59375	41155.16015625	46559	NA	NA
1619	822.575312713577	822.575004158259	822.575700301002	381.557	375.537	383.668	3	3	12180.287109375	13298.07421875	14518.6474609375	NA	NA
1611	818.554800565258	818.554532431642	818.555055194971	383.607	375.537	385.718	3	3	176700.5	219709.4375	225135.28125	NA	NA
1613	819.557918229107	819.557637234235	819.557985129872	383.607	375.537	385.718	3	3	84823.2421875	106988.2890625	109371.9453125	NA	NA
935	330.178098990029	330.177667050633	330.178530929426	383.6435	381.618	385.669	2	2	NA	NA	4170.74951171875	3372.55908203125	NA
933	329.175609572789	329.175489710516	329.175680638546	383.644	379.507	398.118	4	4	NA	12773.478515625	13834.892578125	13004.353515625	17192.59765625
1601	811.499115283057	811.49876760215	811.500782702496	383.738	383.607	393.919	3	3	4217.5595703125	4841.9150390625	3426.0625	NA	NA
1609	816.539985682138	816.539680303837	816.54029106044	384.6625	383.607	385.718	2	2	NA	13388.78125	11883.73046875	NA	NA
1698	918.509916077743	918.509534932579	918.510297222907	384.7285	379.638	389.819	2	2	17323.6796875	NA	10008.1552734375	NA	NA
1063	359.186273757555	359.186244524391	359.186369183177	385.669	377.588	396.068	3	3	4161.46484375	NA	NA	4745.80712890625	6016.291015625
1586	795.55762906969	795.557497533456	795.571468487462	386.7625	381.688	391.869	4	4	33977.375	34297.8671875	38634.0859375	NA	4201.7919921875
1579	792.539710963471	792.539594352034	792.539820520475	387.708	381.688	391.869	3	3	25329.94921875	32317.615234375	36850.19140625	NA	NA
1581	793.542984978294	793.542908010379	793.54336107183	387.708	381.688	391.869	3	3	12152.3671875	15068.3935546875	16795.5546875	NA	NA
1587	796.552705357188	796.552481375548	796.552960199867	387.708	381.688	391.869	3	3	11616.1806640625	11278.1923828125	12277.296875	NA	NA
927	327.160406540367	327.160264618469	327.160516793184	387.72	377.588	396.068	3	3	5763.279296875	NA	NA	4252.3525390625	6086.85107421875
1223	441.264736779848	441.264565711429	441.264907848268	387.773	383.738	391.808	2	2	3650.49365234375	2858.43505859375	NA	NA	NA
1584	794.554318970286	794.553859950657	794.554486905387	389.758	381.688	391.869	3	3	77782.1875	75923.2734375	91100.015625	NA	NA
1040	347.222507676302	347.22242900012	347.222586352483	389.8235	387.839	391.808	2	2	3882.40161132812	2457.259765625	NA	NA	NA
1549	780.548218505933	780.547784021128	780.548652990739	390.8135	389.758	391.869	2	2	NA	5254.85888671875	6081.14990234375	NA	NA
1774	1041.04053533656	1041.04047039388	1041.04060027925	392.839	391.808	393.87	2	2	NA	235345.109375	NA	55801.96875	NA
752	255.232923188289	255.232666420882	255.233179955696	392.8985	391.939	393.858	2	2	4076.98779296875	3096.9697265625	NA	NA	NA
1557	786.497484393573	786.495779843881	786.497936713763	395.969	385.657	406.29	3	3	8529.7861328125	13802.3525390625	11953.8154296875	NA	NA
1606	813.536461243047	813.53643696645	813.536485519643	398.024	397.958	398.09	2	2	7163.181640625	6235.6455078125	NA	NA	NA
1598	810.496774255859	810.496490163341	810.497058348378	400.045	395.969	404.121	2	2	NA	NA	6130.892578125	4454.8603515625	NA
1020	339.90370696186	339.903671731873	339.903743762243	402.1385	393.989	412.371	4	4	58803.4296875	72152.515625	66717.4921875	NA	58781.8671875
1561	787.502383177134	787.5023640864	787.502402267868	402.1545	398.019	406.29	2	2	4053.29321289062	NA	6111.14013671875	NA	NA
51	62.9974384903529	62.9974281612239	62.9974488194819	403.1145	402.059	404.17	2	2	NA	25972.171875	26701.62109375	NA	NA
1697	917.56979780311	917.567304262434	917.572291343786	405.244	402.218	408.27	2	2	NA	NA	1248.14025878906	NA	9461.416015625
1673	884.536102276526	884.53599736035	884.536346979597	406.159	396.039	414.421	3	3	14892.32421875	28033.26171875	27287.076171875	NA	NA
1694	915.557246997979	915.557186219958	915.557307776001	406.239	402.218	410.26	2	2	NA	2134.7646484375	NA	NA	23841.447265625
1689	909.547974585067	909.547829531454	909.54811963868	407.215	404.109	410.321	2	2	NA	12431.349609375	13574.9423828125	NA	NA
1690	910.551724825781	910.551694002377	910.551755649185	407.215	404.109	410.321	2	2	NA	7409.0498046875	7917.2099609375	NA	NA
1691	911.561795774644	911.561708002843	911.561883546445	408.24	404.109	412.371	2	2	NA	6503.06201171875	7199.9130859375	NA	NA
1669	882.520833652717	882.520753026687	882.52154700107	410.26	400.14	418.521	3	3	11078.7734375	18312.296875	17183.67578125	NA	NA
1676	887.559926496857	887.559911368466	887.560491864121	410.26	400.14	418.521	3	3	37041.92578125	65832.78125	70123.0234375	NA	NA
1672	883.532439176296	883.532390499498	883.532487853094	410.29	406.159	414.421	2	2	NA	53692.6328125	52588.046875	NA	NA
1674	885.549193438478	885.549159912455	885.5492269645	410.29	406.159	414.421	2	2	NA	243159.4375	263291.90625	NA	NA
1675	886.55237276466	886.552262066978	886.552483462343	410.29	406.159	414.421	2	2	NA	121822.2265625	133623.25	NA	NA
1681	891.555290015112	891.553301491551	891.557278538672	410.405	406.319	414.491	2	2	3280.73388671875	NA	NA	NA	16721.107421875
980	337.90565285703	337.905638873306	337.905666840754	411.315	408.209	414.421	2	2	NA	169789.8125	150471.234375	NA	NA
1130	383.880500917364	383.880416722558	383.88058511217	411.315	408.209	414.421	2	2	NA	16787.259765625	15740.6162109375	NA	NA
1699	923.504677335247	923.504555482166	923.504799188329	412.34	408.209	416.471	2	2	NA	5714.60986328125	8740.970703125	NA	NA
1647	857.518224212373	857.518173983211	857.51830371893	414.36	404.24	422.622	3	3	122876.8359375	228728	224009.15625	NA	NA
1668	881.517358728242	881.517267762994	881.517449693489	414.3905	410.26	418.521	2	2	NA	34301.1875	32711.49609375	NA	NA
1731	966.995724322195	966.995383276632	966.996065367758	417.515	416.41	418.62	2	2	NA	118783.234375	NA	NA	115117.5390625
1678	888.565030887826	888.564878692041	888.565183083611	418.491	414.36	422.622	2	2	NA	24489.388671875	25334.640625	NA	NA
52	62.9973378823751	62.9972721486347	62.9974036161154	418.5315	418.472	418.591	2	2	25246.119140625	NA	NA	24132.146484375	NA
1648	858.521197025429	858.521144698949	858.52124935191	419.516	414.36	424.672	2	2	NA	113414.7734375	106446.515625	NA	NA
1374	562.872513810719	562.872490741775	562.872693040057	420.572	418.46	432.943	3	3	17339.841796875	21906.625	18197.77734375	NA	NA
1779	1041.04098040295	1041.04069118944	1041.04126961645	420.656	416.57	424.742	2	2	71457.109375	NA	NA	NA	58141.46484375
1649	859.53089279478	859.530469053658	859.530951802368	422.561	412.441	432.873	3	3	45099.66015625	83151.6484375	79103.640625	NA	NA
1344	560.874697548019	560.87453462981	560.87472650669	422.622	418.46	424.742	3	3	36361.75390625	49387.88671875	41441.359375	NA	NA
429	166.054302873397	166.054041343523	166.05456440327	424.707	422.692	426.722	2	2	4354.29248046875	NA	5142.68115234375	NA	NA
1622	835.531557513951	835.531411498891	835.531703529011	427.752	422.692	432.812	2	2	22005.169921875	38602.33984375	NA	NA	NA
1650	860.535243462858	860.53523833256	860.535248593156	429.767	424.611	434.923	2	2	NA	36616.10546875	33841.32421875	NA	NA
1621	833.517907314873	833.517747880538	833.518066749209	429.802	424.742	434.862	2	2	11187.376953125	19059.90625	NA	NA	NA
1651	861.54419467961	861.543967345571	861.54442201365	431.817	426.661	436.973	2	2	NA	17607.556640625	20114.431640625	NA	NA
1625	837.544685639799	837.544348643413	837.545022636185	437.968	432.812	443.124	2	2	NA	10183.30078125	11071.2275390625	NA	NA
1623	836.540092083316	836.539950164207	836.540234002425	438.993	434.862	443.124	2	2	NA	30130.30078125	27356.208984375	NA	NA
1626	838.557370878342	838.557308405215	838.55743335147	440.018	434.862	445.174	2	2	NA	14417.1884765625	14248.6591796875	NA	NA
1627	839.561470524818	839.561200239316	839.56174081032	440.018	434.862	445.174	2	2	NA	6972.52734375	7241.78125	NA	NA
1696	917.538987304867	917.538542871692	917.539431738042	440.018	434.862	445.174	2	2	NA	8281.884765625	6126.0341796875	NA	NA
1546	776.553788855344	776.552462870539	776.555114840148	441.0185	438.974	443.063	2	2	NA	2170.41967773438	NA	10543.41796875	NA
1597	808.512011259304	808.51198581267	808.512036705938	442.068	436.912	447.224	2	2	NA	15289.8154296875	13293.482421875	NA	NA
1617	820.568733914866	820.568557127272	820.56891070246	442.123	437.071	447.175	2	2	NA	NA	NA	89155.984375	107405.203125
361	154.915580720864	154.915524822076	154.915636619653	444.153	441.012	447.294	2	2	19752.69921875	5043.51513671875	NA	NA	NA
23	60.9931234534765	60.9931075763613	60.9931393305916	445.119	443.063	447.175	2	2	NA	22699.44140625	NA	18939.74609375	NA
1596	807.501236278067	807.501220875134	807.501251680999	445.143	438.962	451.324	2	2	NA	7773.107421875	6618.1904296875	NA	NA
1565	788.541778129034	788.535574793022	788.542321784648	445.244	443.124	457.414	3	3	36519.48046875	53188.19921875	15664.357421875	NA	NA
1377	562.872774242712	562.872690557127	562.872857928296	449.2495	447.175	451.324	2	2	NA	NA	21279.287109375	17260.71875	NA
1470	714.506547102247	714.506287396396	714.507339372211	449.274	447.175	457.576	3	3	NA	NA	3781.49829101562	12693.9697265625	13833.6943359375
1521	762.509998512346	762.507177918883	762.512819105809	450.31	445.125	455.495	2	2	17010.044921875	NA	NA	21148.353515625	NA
1607	813.546736210189	813.546655414519	813.546817005859	452.319	447.163	457.475	2	2	NA	40987.99609375	39105.53125	NA	NA
578	216.070012266248	216.069957703936	216.07001959182	453.313	449.344	457.475	3	3	26202.111328125	20777.0078125	17171.466796875	NA	NA
389	160.997045107692	160.996901105027	160.997189110356	453.3995	449.373	457.426	2	2	NA	NA	NA	11196.8701171875	9926.6298828125
1576	791.539202085216	791.538916162951	791.539488007481	456.476	455.376	457.576	2	2	NA	NA	NA	5736.20556640625	7508.06640625
22	60.9931155222856	60.9931142596572	60.9931167849141	458.535	457.475	459.595	2	2	52937.3984375	NA	30843.017578125	NA	NA
1593	803.490782866398	803.490717001454	803.490848731342	459.5355	457.426	461.645	2	2	2711.70849609375	NA	NA	2255.298828125	NA
1017	339.903738116433	339.90372730113	339.903751241636	459.626	459.595	465.627	3	3	80949.3671875	NA	NA	61777.37109375	58615.91796875
1568	788.971377540494	788.970269228428	788.97248585256	460.5195	457.475	463.564	2	2	NA	2259.67236328125	2862.328125	NA	NA
1554	784.511809556928	784.51156011486	784.512058998995	460.52	455.364	465.676	2	2	NA	38641.91015625	37774.46484375	NA	NA
1556	785.515420217007	785.515245327084	785.515595106929	460.52	455.364	465.676	2	2	NA	16715.814453125	15981.7119140625	NA	NA
58	62.9974548314643	62.9974373557208	62.9974723072078	461.5205	459.464	463.577	2	2	NA	24520.65625	NA	23212.078125	NA
134	87.0087533366816	87.0086702062312	87.0088612381294	462.635	461.514	467.677	4	4	13955.2373046875	13935.2216796875	13271.9013671875	12006.5712890625	NA
712	249.975576100396	249.975547161758	249.975653018077	463.577	457.545	467.665	3	3	154596.8125	160450.375	NA	150706.734375	NA
681	248.97365657439	248.973639664573	248.973746835985	465.627	457.545	467.665	3	3	6225258.5	6440396	NA	5896960	NA
1574	790.540070676597	790.536166386653	790.543974966542	471.877	469.776	473.978	2	2	NA	NA	9992.8173828125	NA	15054.103515625
1498	741.525492617203	741.525430095134	741.525555139271	472.8715	467.827	477.916	2	2	NA	2628.2421875	NA	NA	9011.9716796875
1653	862.516170303867	862.515798370474	862.51654223726	475.896	471.765	480.027	2	2	NA	4961.40576171875	3336.37255859375	NA	NA
590	222.028141131318	222.028093164971	222.028376815707	477.916	471.896	482.078	3	3	6938.7265625	6988.748046875	9306.783203125	NA	NA
592	224.062147139563	224.062027830009	224.062318833937	477.916	467.796	490.278	3	3	9974.654296875	9122.1689453125	8086.98583984375	NA	NA
1753	978.976599841068	978.976580601779	978.977144546739	478.012	477.916	488.179	4	4	22548.14453125	17298.08203125	16733.4609375	14936.36328125	NA
832	283.264003263943	283.263729008096	283.26427751979	483.1065	482.147	484.066	2	2	3122.32568359375	2920.59399414062	NA	NA	NA
1517	761.516348406228	761.515354855425	761.517341957032	484.1625	484.128	484.197	2	2	4578.71533203125	NA	11138.072265625	NA	NA
1775	1041.04089949045	1041.04083972435	1041.04095925654	485.1565	484.197	486.116	2	2	82362.0703125	67260.296875	NA	NA	NA
1660	871.651068814998	871.650710829624	871.651140622563	486.116	478.047	492.329	3	3	10583.7001953125	14273.294921875	12174.966796875	NA	NA
1662	872.653712093668	872.65268672186	872.653971228445	486.116	475.997	494.379	3	3	6469.15771484375	8310.220703125	7074.849609375	NA	NA
1663	873.667339130522	873.666807658758	873.667498678987	486.116	478.047	490.278	3	3	10678.623046875	13692.96875	9165.982421875	NA	NA
1664	874.670895583876	874.670741220049	874.671797249049	486.116	478.047	488.228	3	3	5528.58251953125	6912.59423828125	4762.52490234375	NA	NA
1370	562.872692657131	562.872516341678	562.872818806942	486.129	480.128	488.167	3	3	NA	19441.640625	NA	22857.14453125	16376.44921875
1728	966.995805049109	966.995347079799	966.996048820136	488.167	484.229	490.348	3	3	170527.046875	138670.734375	NA	NA	119942.4609375
1532	765.526773769992	765.525917691781	765.526924094609	488.329	482.147	500.529	3	3	2613.88330078125	NA	3715.2958984375	NA	12580.173828125
1666	875.678625388804	875.678290978099	875.67895979951	489.2225	486.116	492.329	2	2	NA	3513.7451171875	2820.61499023438	NA	NA
1667	881.517090923522	881.516864031822	881.517317815222	490.223	488.179	492.267	2	2	NA	7569.05029296875	NA	35079.7109375	NA
435	166.054380044662	166.054196190295	166.05456389903	490.282	486.116	494.448	2	2	6120.16650390625	6284.546875	NA	NA	NA
1524	763.514461409471	763.514047979788	763.514874839154	491.273	488.167	494.379	2	2	NA	2682.68920898438	2766.76440429688	NA	NA
1136	388.968599782234	388.968537499595	388.968833208593	492.267	488.298	502.579	3	3	5376	5074.3896484375	5336.27490234375	NA	NA
1527	764.522733351719	764.52224947645	764.523423372432	492.267	486.248	496.429	3	3	22309.736328125	22442.197265625	7634.92333984375	NA	NA
1640	845.632916742336	845.630981145801	845.634028026283	492.267	484.197	502.579	3	3	6224.9951171875	8138.8212890625	6187.7626953125	NA	NA
