	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	pbqc_test_data	pbQC001	pbQC002	pbQC003	pbQC004	pbQC005
1390	593.478094923858	593.477944817347	593.478283402901	295.51	289.429	309.96	5	5	6896.58056640625	10111.40625	9971.8623046875	8315.126953125	8218.236328125
818	281.248706780007	281.248389685551	281.248793185578	297.499	295.51	299.562	3	3	NA	29516.173828125	41207.671875	47886.05078125	NA
1325	560.333340559883	560.332414196683	560.334440117901	297.511	293.399	301.759	3	3	NA	4502.07470703125	NA	3567.99584960938	9121.8388671875
801	265.148476851987	265.148415670226	265.14861059581	297.536	295.449	305.859	4	4	NA	18823.27734375	17001.52734375	18261.82421875	21681.3515625
1352	561.876500414136	561.876343221607	561.877147418328	297.536	295.449	303.809	4	4	NA	5686.771484375	5345.6982421875	4943.78515625	5509.251953125
1049	351.217342898479	351.217266969937	351.217422808803	298.5545	295.58	305.712	4	4	15827.4921875	24934.703125	22658.263671875	11124.9091796875	NA
1133	385.171128031486	385.17085164647	385.171213821145	298.555	287.408	299.68	4	4	4464.16064453125	8202.0380859375	9917.076171875	NA	4285.025390625
885	298.147848949968	298.147612800181	298.148813951401	299.549	295.58	301.612	5	5	8907.7255859375	10275.6240234375	9579.57421875	5639.390625	7058.3896484375
1266	482.782123664893	482.782001543506	482.782336120738	299.549	291.41	305.712	5	5	3828.15625	3511.77001953125	3889.01440429688	3705.71118164062	3941.87841796875
1274	484.781810357511	484.781625498811	484.781994040566	299.549	295.51	301.612	5	5	3173.4697265625	3317.02124023438	3696.35107421875	3674.45532226562	3815.57397460938
937	331.263947442767	331.263791051733	331.26399478196	299.562	295.51	301.759	3	3	NA	NA	5978.5791015625	7419.89697265625	10459.3662109375
1724	966.995417664409	966.994895856906	966.995719841848	299.562	295.58	307.91	5	5	87739.3984375	70695.859375	82724.5859375	74463.46875	88248.3671875
1737	967.997856392454	967.997689462064	967.998463474238	299.562	295.58	307.91	5	5	17323.787109375	16688.1328125	18145.43359375	17655.53515625	16980.849609375
1771	1041.04024339493	1041.04011334666	1041.04103834514	299.562	295.58	307.91	5	5	25738.626953125	21575.84375	29928.474609375	25382.935546875	32189.439453125
1394	596.497004636222	596.496936737556	596.497072534887	299.629	293.399	305.859	2	2	NA	4913.21630859375	NA	NA	8745.0703125
1304	516.309046025859	516.308904302112	516.309187749606	299.6595	295.51	303.809	2	2	NA	NA	2616.43017578125	NA	5500.5458984375
1051	352.220440209835	352.22018594099	352.220694478681	300.646	295.58	305.712	2	2	3498.61547851562	NA	NA	3027.10107421875	NA
46	62.9973220691195	62.9973073144038	62.9974123083844	301.6	295.58	301.661	3	3	34104.8671875	36825.25390625	36119.609375	NA	NA
132	85.9996359201658	85.9996320049719	85.9996467197554	301.759	299.549	305.712	3	3	NA	15896.255859375	NA	18129.828125	14625.6572265625
1166	416.088716548175	416.088607771682	416.088908285961	302.631	299.611	305.859	4	4	NA	11052.0693359375	11616.583984375	8722.0849609375	23519.896484375
810	276.853305262693	276.853213427588	276.853698731873	305.831	305.7	307.811	3	3	3114.45483398438	5597.31982421875	4374.66455078125	NA	NA
888	298.8613120949	298.861273049489	298.861352287844	305.831	305.7	307.811	3	3	52380.30859375	36413.9375	40633.046875	NA	NA
902	300.860052472091	300.859853405933	300.860136676948	305.831	305.7	307.811	3	3	12593.6787109375	9131.521484375	10273.8349609375	NA	NA
1303	514.68332268674	514.683173906372	514.683472320474	306.7555	303.781	320.063	4	4	19314.2578125	7204.88671875	10848.1171875	11817.3330078125	NA
1059	358.799200657621	358.798770858765	358.799534312018	306.821	305.7	322.114	4	4	3562	5962.07568359375	4643.68115234375	4468.23974609375	NA
1076	374.773098770893	374.772987121648	374.773284642156	306.821	305.7	322.114	4	4	59685.16796875	32457.751953125	40130.359375	40228.8203125	NA
1094	376.77136029608	376.771294910325	376.771533638305	306.821	305.7	318.013	4	4	21205.134765625	12029.462890625	15646.1240234375	16621.509765625	NA
1151	400.816143074652	400.816059647236	400.816587107123	306.821	305.7	322.114	4	4	6846.30029296875	4175.21630859375	5837.1669921875	5730.3681640625	NA
1179	430.739184235587	430.739035474336	430.739514707714	306.821	305.7	320.063	4	4	24443.412109375	12171.6669921875	13582.2177734375	15282.15625	NA
1186	432.737859181572	432.737739372973	432.738054794685	306.821	305.7	320.063	4	4	11692.5234375	5403.6953125	6603.43798828125	7062.427734375	NA
1199	436.773507392636	436.773384894425	436.773564174073	306.821	305.7	320.063	4	4	63889.59375	32732.095703125	44922.6796875	44903.60546875	NA
1215	438.772084756748	438.772064897073	438.772192868207	306.821	305.7	320.063	4	4	26415.93359375	13286.8154296875	17265.482421875	18469.2890625	NA
1255	474.729195650239	474.729119837273	474.72935747914	306.821	305.7	320.063	4	4	41867.75390625	19216.1640625	24854.125	25087.068359375	NA
1262	476.727681219926	476.727564140269	476.727773057566	306.821	303.65	322.114	4	4	19700.205078125	9861.751953125	11232.0185546875	13011.552734375	NA
1297	512.685026531254	512.68494470489	512.685100414701	306.821	305.7	320.063	4	4	36629.80078125	14579.869140625	22434.443359375	19928.787109375	NA
1312	536.729405030557	536.729316158128	536.729493902987	306.821	305.831	307.811	2	2	31032.783203125	NA	20530.48046875	NA	NA
1316	538.728198359408	538.72796607285	538.728422368369	306.821	305.7	320.063	4	4	17281.7109375	7503.4765625	9104.181640625	10388.7998046875	NA
1384	574.685252236977	574.685095054647	574.685505550376	306.821	305.7	320.063	4	4	25340.3125	8770.005859375	12951.65625	13282.013671875	NA
1418	612.641137006934	612.640564736033	612.641238265134	306.821	305.7	320.063	4	4	28922.12109375	8218.423828125	13602.4375	14397.2705078125	NA
1425	614.639458076054	614.639297945501	614.639702984554	306.821	305.7	322.114	4	4	15468.3876953125	4834.7431640625	7782.458984375	9157.5234375	NA
1434	636.685614614201	636.685307314908	636.685727077837	306.821	305.7	320.063	4	4	18586.0625	8055.66357421875	9093.6328125	11130.111328125	NA
1441	638.684217877053	638.683896613774	638.684498804681	306.821	305.7	318.013	4	4	9769.53515625	4103.046875	5974.97900390625	6355.57421875	NA
1451	674.641297177184	674.641127773147	674.641851527501	306.821	305.7	320.063	4	4	22392.37890625	7284.6201171875	10525.095703125	10957.0380859375	NA
1455	676.64007583534	676.639836411822	676.640315258857	306.821	305.831	307.811	2	2	15098.6982421875	NA	7181.17041015625	NA	NA
1465	712.597463899241	712.597449310927	712.597478487554	306.821	305.831	307.811	2	2	19198.359375	NA	7908.072265625	NA	NA
253	118.958238913054	118.958229400201	118.958336111516	307.75	303.781	309.861	3	3	12793.337890625	9238.3955078125	10982.0859375	NA	NA
368	156.913850635494	156.913833829621	156.913864939212	307.75	305.831	311.912	3	3	15236.283203125	11964.3232421875	11448.01953125	NA	NA
423	166.054246293266	166.054229360579	166.05427653351	307.75	301.731	309.861	3	3	9800.5517578125	17684.373046875	17213.525390625	NA	NA
633	238.859470739101	238.859432800771	238.859551826969	307.75	305.831	307.811	3	3	43615.80859375	29790.765625	35997.84375	NA	NA
776	258.11690491959	258.116772280268	258.117000071191	307.7805	303.781	320.063	4	4	71627.171875	65997.7734375	58997.75390625	47963.09375	NA
855	292.827413379608	292.827404802342	292.827425814974	307.7805	305.831	322.114	4	4	52148.22265625	30488.435546875	35237.21484375	41540.50390625	NA
920	320.843122450949	320.842953654081	320.843431866547	307.7805	305.831	320.063	4	4	2876.830078125	5353.12158203125	3998.677734375	4202.16455078125	NA
945	336.817275767611	336.817239187123	336.817377503593	307.7805	305.831	322.114	4	4	101631.7578125	55509.5234375	71076.65625	74558.9609375	NA
985	338.815672303363	338.815625399736	338.815733015466	307.7805	305.831	322.114	4	4	31953.1875	21015.607421875	21884.978515625	23524.734375	NA
1148	398.81749357324	398.817328933675	398.817683623724	307.7805	305.831	322.114	4	4	23362.00390625	13610.76171875	16427.02734375	17328.501953125	NA
1389	576.683820756665	576.683618974412	576.684469537519	307.7805	305.831	320.063	4	4	15146.0234375	4767.49755859375	7726.5263671875	6396.62109375	NA
615	236.861113688888	236.861053059188	236.861180680689	307.811	305.7	324.164	5	5	190841.21875	127261.28125	153210.125	152509.15625	11709.853515625
587	220.887114708995	220.886959508448	220.887211798653	307.846	305.7	324.164	4	4	5774.70654296875	10893.3388671875	8340.5869140625	8083.9736328125	NA
876	294.825798435615	294.825709262778	294.825950252067	307.846	305.7	322.114	4	4	15657.3115234375	9037.4169921875	10404.73046875	11526.2041015625	NA
4	60.9930981557006	60.9930797446424	60.9931777519602	307.881	305.859	324.164	5	5	195136.796875	128374.671875	143528.078125	142362.578125	65406.25390625
646	240.858183584681	240.857899463842	240.858681139147	307.881	307.811	322.114	3	3	4174.9501953125	NA	3337.09692382812	3280.72314453125	NA
1220	440.771025783203	440.770225049689	440.771214353339	307.881	305.761	322.114	3	3	4970.3642578125	NA	2913.0576171875	3667.24169921875	NA
379	160.94926313864	160.949191062339	160.949287750401	308.8055	305.831	322.114	4	4	125960.1171875	67141.8828125	73828.9296875	77417.15625	NA
959	337.820748081521	337.820501240393	337.820852788527	308.8055	305.831	322.114	4	4	4453.533203125	3871.24584960938	4462	4000.21728515625	NA
1159	403.92215211767	403.921933762736	403.922370472603	308.8055	307.75	309.861	2	2	NA	2910.31982421875	2902.0029296875	NA	NA
554	200.903879699756	200.903752716767	200.90410547691	308.871	307.75	322.114	4	4	18350.908203125	14362.267578125	14925.5771484375	14416.734375	NA
235	116.959586811362	116.959582912507	116.959699913179	309.8	307.881	309.861	3	3	167218.8125	119375.4765625	125381.2578125	NA	NA
550	199.908503395235	199.908479617863	199.908804890199	309.8	305.831	318.013	3	3	4168.9482421875	3228.35546875	NA	3551.25073242188	NA
780	260.905716923861	260.905383639426	260.905728273305	309.8	307.881	309.861	3	3	9093.0390625	6515.3515625	7031.3681640625	NA	NA
351	154.915478661623	154.915431371956	154.915488349008	309.8305	307.881	324.164	4	4	93171.0078125	69552.2578125	76408.2734375	78311.875	NA
742	254.871490689845	254.871385681157	254.871894749152	309.8305	303.781	322.114	4	4	5958.890625	3906.03344726562	4856.400390625	5272.02587890625	NA
67	68.9959567489885	68.9958727544387	68.9960407435383	309.837	309.813	309.861	2	2	NA	NA	11112.361328125	9475.5673828125	NA
220	114.936284797013	114.93620254184	114.936316313855	309.861	295.58	316.11	5	5	30238.337890625	38868.79296875	30141.673828125	31186.740234375	32758.685546875
395	162.948559806106	162.948555926566	162.948795455147	309.861	307.881	322.114	3	3	11686.3115234375	NA	6490.33349609375	7117.5732421875	NA
542	198.905184409857	198.905144303674	198.905222950076	309.861	307.75	324.164	5	5	111649.328125	81540.609375	89612.875	92684.53125	14591.1328125
1029	340.814495501275	340.814359132644	340.815169153355	309.861	305.831	320.063	3	3	4382.25634765625	NA	3096.65502929688	3665.55322265625	NA
627	237.864525188466	237.864371965466	237.864866032209	309.896	305.7	322.114	4	4	4839.609375	3732.75024414062	4485.5107421875	5061.9423828125	NA
83	72.9696938369107	72.9696659691016	72.9697846553175	309.931	307.91	326.214	5	5	140790.8125	103873.8515625	115460.8515625	118669.0859375	40441.69921875
102	74.9680454545232	74.9679757830743	74.9682722022101	311.851	309.861	326.214	3	3	NA	8605.5595703125	9939.3388671875	9542.287109375	NA
211	112.985712999319	112.985606531455	112.985776933132	311.851	309.813	312.01	5	5	22927.744140625	24629.875	31445.783203125	28524.076171875	21752.283203125
231	116.934428294057	116.934368410314	116.934569810978	311.863	305.7	316.11	3	3	NA	18240.216796875	NA	15104.767578125	14545.1083984375
484	182.931293718223	182.931064988069	182.931346265748	311.912	307.75	324.164	3	3	NA	5202.6171875	3213.77514648438	3474.91064453125	NA
803	266.010596236895	266.010427675514	266.011096511691	311.912	309.8	324.164	3	3	NA	3986.93408203125	4138.42236328125	4085.453125	NA
313	138.941511603101	138.941268290526	138.941582273923	311.981	309.8	324.164	5	5	3197.9130859375	7497.24560546875	6602.6240234375	5901.00927734375	10284.5703125
320	141.923595527754	141.923567744828	141.923754337917	313.962	313.901	314.032	3	3	11660.2646484375	14197.1953125	12311.677734375	NA	NA
1287	498.9528624354	498.952354513493	498.95327689334	314.9565	311.981	320.211	4	4	7908.26171875	11407.306640625	11133.8525390625	NA	16553.400390625
669	248.974002596183	248.973922097706	248.97408468018	316.012	311.981	332.365	5	5	7999101	8231234	8208059	8332764	8263231
700	249.975588541481	249.975524421328	249.975644799392	316.012	311.981	330.314	5	5	208610.296875	229648.15625	218270.921875	226323.953125	215096.078125
1245	471.94198406869	471.941937103392	471.942737004542	316.012	307.881	324.164	5	5	5401.625	7899	7517.2958984375	7189.1552734375	12069.9052734375
1115	381.880880266869	381.880714284673	381.880917568677	317.0065	311.981	328.264	4	4	28739.431640625	31244.447265625	31475.17578125	30747.771484375	NA
1127	383.880502618395	383.880494006433	383.880551660163	317.0065	311.981	328.264	4	4	26052.599609375	29099.0703125	28339.677734375	28547.474609375	NA
1820	1169.97433746965	1169.97353774938	1169.97506343754	318.0315	314.032	330.314	4	4	39718.46875	31390.12109375	29196.96484375	29074.990234375	NA
1829	1170.97748939626	1170.97682476555	1170.9779980135	318.0315	314.032	330.314	4	4	8907.7421875	7770.56298828125	7342.1953125	7095.76806640625	NA
967	337.9056021188	337.905549229197	337.905632722697	318.062	314.032	328.264	5	5	151749.328125	184242.484375	148999.90625	167043.515625	158478.34375
1006	339.903653693874	339.903575191844	339.903749305377	318.062	314.032	326.361	5	5	66458.625	77534.59375	65533.1015625	69224.3828125	66147.546875
570	209.117928543401	209.11745501791	209.118058342682	320.063	311.912	322.261	3	3	NA	NA	5049.7685546875	6539.55029296875	5547.18603515625
1102	381.20275929989	381.202217897367	381.202763477243	320.112	318.001	320.182	3	3	9757.9599609375	9729.130859375	9539.0380859375	NA	NA
1193	435.085722604252	435.085291210063	435.086153998442	320.131	313.901	326.361	2	2	NA	3550.08520507812	NA	NA	7891.37109375
771	256.101185333529	256.10113611767	256.101234549387	321.142	320.182	322.102	2	2	28663.962890625	22737.69921875	NA	NA	NA
1183	431.31680595724	431.316624760576	431.316934661759	322.102	314.06	322.163	3	3	NA	3809.59765625	3709.32080078125	NA	5147.37353515625
1404	605.851488404414	605.851240635436	605.851564558406	322.102	314.032	326.214	3	3	1910.87194824219	1897.91735839844	NA	2163.06787109375	NA
644	239.086508104633	239.086485306303	239.086530902963	323.192	322.232	324.152	2	2	9592.4658203125	9859.53125	NA	NA	NA
1401	604.850148459844	604.849763328058	604.850225401154	324.1825	316.082	338.515	4	4	25519.08984375	28384.4140625	30323.52734375	26788.40234375	NA
1413	606.84969398282	606.849457931134	606.84990867397	324.1825	318.132	338.515	4	4	23709.439453125	25705.76953125	28208.044921875	28765.66796875	NA
1543	774.543447464093	774.543037327065	774.543640579901	326.202	324.283	328.313	3	3	101156.234375	141923.828125	153476	NA	NA
1544	775.547076104051	775.546457951368	775.547130887874	326.202	324.283	328.313	3	3	49354.984375	70495.03125	77801.3125	NA	NA
1644	850.499962965973	850.498671117303	850.500021436933	326.333	326.202	328.313	3	3	36825.11328125	28185.751953125	32651.466796875	NA	NA
1393	595.493357513382	595.493101808415	595.493613218349	327.323	326.333	328.313	2	2	6074.3349609375	NA	5994.0556640625	NA	NA
1599	810.506711905401	810.506390738216	810.50710262427	328.252	326.333	330.363	3	3	10270.3330078125	17065.61328125	17317.30859375	NA	NA
1602	811.510452706044	811.510163029916	811.510674585845	328.252	326.333	330.363	3	3	5614.25439453125	9636.3359375	8073.03125	NA	NA
1548	778.572374491423	778.572027117313	778.572721865533	328.348	326.333	330.363	2	2	21691.58203125	NA	23225.6953125	NA	NA
1540	772.528006057119	772.527822693662	772.528097942723	329.3075	326.333	344.666	4	4	40486.37109375	60771.375	65735.96875	72645.265625	NA
1541	773.531139845211	773.530850922155	773.531498314566	329.3075	326.333	344.666	4	4	19811.986328125	31722.771484375	36140.5234375	35567.00390625	NA
1545	776.557082506612	776.556710169739	776.558830204063	329.3075	326.333	344.666	4	4	43360.36328125	57112.52734375	57860.734375	70066.3125	NA
1547	777.56138603824	777.560578470996	777.561507067976	329.3075	326.333	344.666	4	4	17221.166015625	23589.423828125	24703.916015625	28394.076171875	NA
1391	593.477907035105	593.47779262093	593.47802144928	329.373	328.383	330.363	2	2	6624.6484375	NA	7734.4287109375	NA	NA
1509	750.543559437267	750.543214248214	750.543840805778	330.302	328.383	332.414	3	3	193551.84375	217587.46875	229010.71875	NA	NA
1510	751.546821523284	751.546612043482	751.547132078759	330.302	328.383	332.414	3	3	85792.3046875	98147.125	96603.296875	NA	NA
1604	812.522056700776	812.521893193721	812.522212741628	330.302	328.383	332.414	3	3	13980.666015625	19766.390625	19636.83984375	NA	NA
1605	813.525548062425	813.525259732246	813.526214953848	330.302	328.383	332.414	3	3	6706.44189453125	10239.4521484375	11315.3212890625	NA	NA
1506	748.527287119222	748.527038074474	748.527372758791	332.352	330.433	334.464	3	3	139592.265625	176249.96875	183017.625	NA	NA
1507	749.530938947946	749.530647874338	749.530988584048	332.352	330.433	334.464	3	3	61203.20703125	71902.8046875	73450.546875	NA	NA
1511	752.55059103642	752.550421886032	752.551381777488	333.408	330.433	348.766	4	4	26272.173828125	29209.5078125	28966.73046875	31829.421875	NA
1502	746.512796663074	746.512575343758	746.512800844646	334.403	330.433	334.464	3	3	180580.6875	239599.25	243331.03125	NA	NA
1504	747.515836659703	747.515832014794	747.515879575552	334.403	330.433	336.514	3	3	86298.0703125	113884.0078125	107609.984375	NA	NA
1573	790.537345842655	790.537126538724	790.537544239864	334.403	332.483	336.514	3	3	72715.1328125	89731.34375	86677.453125	NA	NA
1575	791.541202560551	791.541064468649	791.54124296474	334.403	332.483	336.514	3	3	29909.310546875	39620.3984375	41380.82421875	NA	NA
1580	792.550788835558	792.550739366995	792.551237078592	334.403	332.483	336.514	3	3	21248.744140625	26245.029296875	23793.287109375	NA	NA
1582	793.555870790549	793.555728898296	793.556274528448	334.403	332.483	336.514	3	3	7810.16357421875	9515.8203125	9787.73828125	NA	NA
1585	794.566328693709	794.566165483999	794.56649190342	334.4335	334.403	334.464	2	2	NA	7550.9375	7002.55029296875	NA	NA
1677	888.478374199837	888.478288662185	888.478459737488	334.4985	332.483	336.514	2	2	17319.1875	NA	13857.0498046875	NA	NA
1050	351.217295463517	351.21729322854	351.217297698493	335.5135	330.462	340.565	2	2	NA	NA	NA	11674.6640625	8873.658203125
1564	788.522872053414	788.522758966815	788.522928439828	336.453	332.483	338.564	3	3	90435.21875	129044	123220.65625	NA	NA
1570	789.526243689676	789.526130233921	789.526393238103	336.453	332.483	338.564	3	3	45108.09765625	64413.8359375	60433.265625	NA	NA
1341	560.874778226597	560.874776146165	560.874791660316	336.514	334.534	338.503	3	3	66002.125	81707.8203125	74430.890625	NA	NA
1365	562.872839972869	562.872818004588	562.872863682841	336.514	334.534	340.553	3	3	31840.9453125	35043.7578125	30961.5703125	NA	NA
1558	786.506105108495	786.506023104596	786.506649948518	338.503	334.534	340.614	3	3	21274.912109375	27825.654296875	27082.4609375	NA	NA
1562	787.509726794687	787.509563535768	787.510013165117	338.503	336.584	338.564	3	3	11340.7685546875	14520.400390625	13136.439453125	NA	NA
1479	722.512760857366	722.512719785932	722.512861966519	340.553	336.584	340.614	3	3	195048.46875	212620.53125	213468.375	NA	NA
1481	723.515859473194	723.515809795866	723.515897344542	340.553	336.584	340.614	3	3	87072.6015625	94707.8515625	98476.4609375	NA	NA
1482	724.521797276971	724.521432609081	724.521884117187	340.553	338.634	344.715	3	3	28703.044921875	33592.7109375	31078.20703125	NA	NA
1534	766.538549883564	766.538425982196	766.538562060306	340.553	336.584	342.664	3	3	167975.328125	174855.796875	170799.578125	NA	NA
1535	767.541934804665	767.541777394676	767.541940092506	340.553	336.584	342.664	3	3	74079.7109375	75863.8359375	77660.25	NA	NA
37	62.997326729386	62.9972856923241	62.9973608832074	340.6185	334.415	346.765	4	4	32433.716796875	33126.1015625	31898.5859375	34406	NA
1478	720.496459857553	720.496349160233	720.496605475658	342.603	338.634	344.715	3	3	4611.265625	5136.66943359375	4801.224609375	NA	NA
1483	725.526896674869	725.526286968089	725.527060221134	342.603	338.634	344.715	3	3	7450.22216796875	8248.6796875	8803.1279296875	NA	NA
1526	764.522596139318	764.522595100933	764.522721196745	342.603	338.634	344.715	3	3	85890.0859375	113303.8515625	106300.3984375	NA	NA
1531	765.526311096484	765.525995303594	765.526468570122	342.603	338.634	344.715	3	3	40456.4140625	50327.96484375	48699.8671875	NA	NA
1536	768.549816320298	768.54980967834	768.550311367768	342.603	340.684	344.715	3	3	41713.68359375	44478.75	38883.7265625	NA	NA
1276	484.781681285182	484.780943896489	484.782041929857	342.669	330.363	346.716	4	4	2635.88061523438	2724.23681640625	3324.53002929688	2919.28491210938	NA
1268	482.781963430858	482.781412872528	482.782593312963	342.675	340.553	355.064	4	4	2560.42138671875	2426.89404296875	NA	3413.47265625	4021.4609375
1485	727.545669073288	727.545298220533	727.546039926043	343.7245	340.684	346.765	2	2	3260.89184570312	NA	3067.05419921875	NA	NA
1484	726.541215860331	726.541174135459	726.541518328285	344.654	340.684	346.765	3	3	7702.3642578125	7508.31005859375	6574.18408203125	NA	NA
1519	762.507629601084	762.507478467638	762.50768849098	344.654	340.684	346.765	3	3	58617.76171875	84120.4140625	74475.3359375	NA	NA
1523	763.51107094775	763.510802581643	763.511088010517	344.654	340.684	346.765	3	3	28898.90625	40731.99609375	35415	NA	NA
1537	769.555272549089	769.554893924379	769.555316347197	344.654	340.684	346.765	3	3	14674.484375	16084.6298828125	14871.810546875	NA	NA
597	227.128766848904	227.128624687595	227.128959519861	344.725	340.553	359.164	4	4	7648.98681640625	8055.55712890625	NA	10069.9501953125	17504.228515625
1488	738.507606059328	738.5074463741	738.50764929268	346.704	344.784	350.865	3	3	113891.6328125	143063.546875	148001.015625	NA	NA
1460	700.527568654937	700.52755704884	700.527581413877	348.754	344.784	350.865	3	3	24188.6953125	22874.861328125	18299	NA	NA
1461	701.53112520572	701.530943042735	701.531278405179	348.754	344.784	352.915	3	3	10600.763671875	9598.4140625	8934.2724609375	NA	NA
1493	739.51063883749	739.51059593948	739.510817262126	348.754	344.784	350.865	3	3	47930.1953125	64821.13671875	62998.7734375	NA	NA
1495	740.521288096472	740.521153884652	740.521464243988	348.754	346.835	350.865	3	3	65370.73046875	80352.4921875	82335.265625	NA	NA
1500	743.541297163893	743.541074353116	743.541633080418	348.754	346.835	352.915	3	3	21635.462890625	23786.900390625	22666.23046875	NA	NA
1501	744.549575749627	744.549484229979	744.550249981444	348.754	346.835	352.915	3	3	11839.10546875	11573.890625	9898.3818359375	NA	NA
571	209.118311054431	209.118203788979	209.11851020215	348.766	344.715	357.114	3	3	NA	NA	12416.41015625	13758.310546875	21723.62890625
1513	755.506419953266	755.506057404238	755.506782502295	349.8445	346.835	352.854	2	2	3453.02099609375	5582.88232421875	NA	NA	NA
1458	698.511986985599	698.511978872042	698.512650574503	350.804	346.835	352.915	3	3	8113.98193359375	8083.0185546875	8431.962890625	NA	NA
1496	741.525617392484	741.525530990453	741.525648615528	350.804	346.835	352.915	3	3	26095.5703125	34372.33203125	34294.00390625	NA	NA
1499	742.537569108471	742.537403252934	742.537573601861	350.804	346.835	350.865	3	3	51808.5234375	51542.4453125	48249.12109375	NA	NA
1459	699.515010869301	699.514520139138	699.515501599464	350.8345	348.754	352.915	2	2	NA	4023.666015625	3668.1865234375	NA	NA
560	202.090691517958	202.0906166236	202.090766412315	350.8695	348.885	352.854	2	2	112249.28125	73214.65625	NA	NA	NA
977	337.905509018547	337.905453562373	337.905564474722	351.8595	350.804	352.915	2	2	NA	120743.796875	106463.375	NA	NA
1021	339.903634825653	339.903600546356	339.903669104949	351.8595	350.804	352.915	2	2	NA	55541.63671875	44326.13671875	NA	NA
1474	716.52122948924	716.521112939975	716.521392893946	352.854	350.935	357.016	3	3	17530.048828125	17419.66015625	15247.158203125	NA	NA
1476	717.525621834168	717.525379145124	717.525884453668	352.854	348.885	354.966	3	3	8155.33056640625	7865.31005859375	7051.21923828125	NA	NA
1468	714.507227958448	714.507196625666	714.507444131573	354.905	350.935	357.016	3	3	29728.330078125	34915.5625	33352.84375	NA	NA
1473	715.51042094794	715.510103704402	715.510624687567	354.905	350.935	357.016	3	3	15901.876953125	16883.8671875	16339.0537109375	NA	NA
1695	916.566979992137	916.566886271588	916.567073712687	354.97	352.985	356.955	2	2	10719.2685546875	15799.154296875	NA	NA	NA
1692	914.553826821402	914.55340438378	914.553930274765	356.955	352.985	359.066	3	3	19896.76953125	32082.37890625	32946.56640625	NA	NA
1693	915.557179985181	915.555975967178	915.557201960346	356.955	352.985	359.066	3	3	12254.0341796875	16502.205078125	17847.49609375	NA	NA
1512	754.502924480937	754.502829611765	754.503314491635	357.086	352.854	359.066	3	3	7642.56005859375	10800.9560546875	9103.9892578125	NA	NA
1567	788.972587571006	788.97207424842	788.973100893592	358.0105	356.955	359.066	2	2	NA	2515.49975585938	2500.517578125	NA	NA
1752	970.540137366187	970.540050477139	970.540224255236	358.0455	357.086	359.005	2	2	14093.341796875	6194.6640625	NA	NA	NA
1679	890.553450025046	890.55205714413	890.553496507664	359.005	357.086	361.116	3	3	19202.8671875	25170.8671875	26118.322265625	NA	NA
1684	894.58334121372	894.582986963696	894.583896758798	359.005	357.086	361.116	3	3	17541.296875	25670.17578125	25081.9921875	NA	NA
1685	895.587919392164	895.587608743183	895.588010852669	359.005	357.086	361.116	3	3	9148.3583984375	12921.35546875	12355.0810546875	NA	NA
1686	896.598196156575	896.597604352015	896.598254632608	359.005	357.086	361.116	3	3	8799.7001953125	11039.8857421875	10061.091796875	NA	NA
1743	968.523906499238	968.523482820454	968.524330178021	359.101	357.086	361.116	2	2	12183.0048828125	NA	6709.23486328125	NA	NA
1645	854.589646710521	854.589556175716	854.589899796281	361.055	357.086	363.166	3	3	18425.427734375	26809.478515625	23590.009765625	NA	NA
1680	891.55673106717	891.555960857773	891.557554967617	361.055	357.086	361.116	3	3	10825.0810546875	14565.8076171875	14608.7578125	NA	NA
1682	892.5687199665	892.568229730397	892.569475800264	361.055	357.086	361.116	3	3	24528.484375	35958.63671875	33961.609375	NA	NA
1683	893.572640863578	893.571930100396	893.572802035484	361.055	357.086	361.116	3	3	13171.384765625	17159.3671875	18892.310546875	NA	NA
1687	897.602488661025	897.602005583339	897.603527382345	361.055	357.086	361.116	3	3	3717.72900390625	5010.38232421875	5130.40234375	NA	NA
1719	966.508427640023	966.507920217323	966.508935062723	361.151	359.136	363.166	2	2	7819.55224609375	NA	4319.71875	NA	NA
1646	855.592999924726	855.592878679624	855.593121169828	362.1105	361.055	363.166	2	2	NA	13027.9326171875	11992.8779296875	NA	NA
1656	868.569303748766	868.568808129063	868.569583768161	363.105	361.186	365.217	3	3	113703.7421875	135703.25	131551.75	NA	NA
1657	869.572686524722	869.572412379797	869.573122663768	363.105	361.186	365.217	3	3	51598.296875	67160.5625	63006.61328125	NA	NA
1658	870.584937572664	870.584633391149	870.585224376435	363.105	359.136	365.217	3	3	128154.953125	154342.609375	166841.28125	NA	NA
1659	871.588628373738	871.588233287934	871.588772947724	363.105	359.136	363.166	3	3	62853.21484375	75130.5078125	77519.0625	NA	NA
1661	872.595614008411	872.595554236623	872.595852934772	363.105	361.186	365.217	3	3	30796.892578125	33579.703125	37616.13671875	NA	NA
1702	942.509884118634	942.509744154584	942.510312523008	363.236	363.105	365.217	3	3	26051.59375	10059.7666015625	9554.482421875	NA	NA
1654	866.554321686747	866.553778662861	866.554587453905	365.155	361.186	367.267	3	3	89941.125	101321.2109375	96927.2890625	NA	NA
1655	867.557354201518	867.556963222283	867.557684357416	365.155	363.236	367.267	3	3	46574.40234375	53733.21484375	51819.12890625	NA	NA
1550	782.533749947356	782.533514980356	782.533984914357	366.211	363.166	369.256	2	2	NA	8024.38134765625	7850.556640625	NA	NA
